"element","fixture","opponent_team","total_points","was_home","kickoff_time","team_h_score","team_a_score","round","modified","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","value","transfers_balance","selected","transfers_in","transfers_out"
1,9,14,10,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,90,0,0,1,0,0,0,0,1,0,7,3,38,"49.2","0.0","0.0","4.9",1,13,0,0,1,"0.00","0.00","0.00","1.52",55,0,1531911,0,0
1,11,11,6,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,90,0,0,1,0,0,0,0,0,0,1,0,28,"13.4","0.0","0.0","1.3",0,3,0,0,1,"0.00","0.00","0.00","0.17",55,218659,2284634,277339,58680
1,25,12,2,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,12,"20.0","10.0","0.0","3.0",0,12,0,0,1,"0.00","0.02","0.02","0.52",55,-12311,2406964,146739,159050
1,31,16,6,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,90,0,0,1,0,0,0,0,0,0,1,0,24,"12.8","0.0","0.0","1.3",0,9,0,0,1,"0.00","0.00","0.00","0.20",55,171289,2765759,289041,117752
1,41,13,2,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,13,"21.4","0.0","0.0","2.1",1,6,0,0,1,"0.00","0.01","0.01","0.89",55,-9786,2762632,98100,107886
1,58,15,2,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,11,"15.8","0.0","0.0","1.6",2,10,0,0,1,"0.00","0.01","0.01","0.61",56,227251,3029654,357846,130595
1,61,19,6,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,20,"3.2","0.0","0.0","0.3",0,8,0,0,1,"0.00","0.00","0.00","0.49",56,212315,3297838,287510,75195
2,9,14,0,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,90618,0,0
2,11,11,0,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,-9834,89793,2130,11964
2,25,12,0,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",44,-11575,81016,1131,12706
2,31,16,0,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",44,-6913,76258,1271,8184
2,41,13,0,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",44,-5570,71572,689,6259
2,58,15,0,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",43,-4229,67990,713,4942
2,61,19,0,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",43,-3442,64932,461,3903
3,9,14,0,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,55400,0,0
3,11,11,0,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-1321,64836,3835,5156
3,25,12,0,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-8078,58537,1710,9788
3,31,16,0,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-7317,51317,0,7317
3,41,13,0,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-3824,47871,0,3824
3,58,15,0,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-3374,44510,0,3374
3,61,19,0,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-2897,41629,0,2897
4,9,14,0,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,13373,0,0
4,11,11,0,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-533,16324,982,1515
4,25,12,0,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,249,20855,2209,1960
4,31,16,0,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,1786,24801,3875,2089
4,41,13,0,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,1405,27540,3043,1638
4,58,15,0,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,576,28376,2428,1852
4,61,19,0,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-1019,26881,820,1839
5,9,14,6,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,23,"22.8","0.3","4.0","2.7",6,1,1,7,1,"0.00","0.00","0.00","1.52",60,0,1696374,0,0
5,11,11,6,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,26,"13.4","3.3","6.0","2.3",3,4,0,3,1,"0.04","0.01","0.05","0.17",60,254939,2292996,335537,80598
5,25,12,2,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,8,"15.4","1.4","2.0","1.9",6,2,1,7,1,"0.02","0.01","0.03","0.52",61,-28048,2291736,137723,165771
5,31,16,9,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,32,"28.0","1.3","9.0","3.8",8,3,2,10,1,"0.20","0.01","0.21","0.20",61,89836,2531223,230780,140944
5,41,13,2,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,13,"19.6","2.3","0.0","2.2",7,1,1,8,1,"0.00","0.01","0.01","0.89",61,45804,2599245,134864,89060
5,58,15,13,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,90,1,0,0,1,0,0,0,0,0,0,3,34,"76.8","2.5","33.0","11.2",16,2,3,19,1,"0.22","0.02","0.24","0.61",61,186233,2819407,315054,128821
5,61,19,9,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,32,"22.8","2.0","2.0","2.7",9,0,2,11,1,"0.00","0.03","0.03","0.49",62,504651,3404817,596289,91638
6,9,14,9,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,25,"31.4","0.1","0.0","3.2",10,3,4,14,1,"0.00","0.00","0.00","1.52",60,0,1257079,0,0
6,11,11,6,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,27,"18.4","2.1","2.0","2.3",5,4,0,5,1,"0.00","0.01","0.01","0.17",60,247702,1933946,311233,63531
6,25,12,1,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,4,"3.0","0.0","0.0","0.3",3,0,0,3,1,"0.00","0.00","0.00","0.00",61,-10170,2042178,133191,143361
6,31,16,0,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",61,-439095,1635010,26222,465317
6,41,13,2,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,15,"22.0","3.0","4.0","2.9",5,8,4,9,1,"0.13","0.02","0.15","0.89",60,-198404,1469699,9735,208139
6,58,15,1,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,8,"5.4","11.8","2.0","1.9",1,1,0,1,0,"0.00","0.07","0.07","0.20",60,-13772,1489252,52699,66471
6,61,19,6,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,29,"26.2","2.2","0.0","2.8",7,4,0,7,1,"0.00","0.02","0.02","0.49",60,10476,1526375,75755,65279
7,9,14,13,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,71,1,0,1,0,0,0,0,1,0,0,2,33,"36.2","2.1","35.0","7.3",3,5,1,4,1,"0.91","0.01","0.92","0.87",55,0,63049,0,0
7,11,11,13,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,63,0,2,1,0,0,0,0,0,0,0,1,38,"38.0","21.4","22.0","8.1",1,1,0,1,1,"0.39","0.01","0.40","0.17",55,249257,500185,275549,26292
7,25,12,2,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,9,"9.8","1.9","11.0","2.3",5,3,2,7,1,"0.13","0.01","0.14","0.52",56,361084,982437,429321,68237
7,31,16,5,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,67,0,0,1,0,0,0,0,1,0,0,0,16,"5.4","12.6","2.0","2.0",1,1,2,3,1,"0.00","0.01","0.01","0.10",57,459197,1569650,534037,74840
7,41,13,2,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,7,"3.6","6.2","19.0","2.9",2,6,3,5,1,"0.14","0.05","0.19","0.89",57,75801,1636657,156708,80907
7,58,15,1,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,69,0,0,0,1,0,0,0,1,0,0,0,0,"3.6","16.8","10.0","3.0",3,3,0,3,1,"0.10","0.04","0.14","0.53",57,84574,1745426,170270,85696
7,61,19,6,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,74,0,0,1,0,0,0,0,0,0,0,0,26,"8.6","7.3","19.0","3.5",3,5,3,6,1,"0.18","0.02","0.20","0.36",57,25129,1786011,121007,95878
8,9,14,0,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,19,0,0,0,0,0,0,0,1,0,0,0,-3,"3.0","0.3","0.0","0.3",1,1,2,3,0,"0.00","0.00","0.00","0.66",55,0,210465,0,0
8,11,11,24,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,63,2,1,1,0,0,0,0,0,0,0,3,68,"95.0","28.5","75.0","19.9",2,1,4,6,1,"0.81","0.05","0.86","0.17",55,-23011,219095,14581,37592
8,25,12,2,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,7,"11.4","12.4","11.0","3.5",5,4,2,7,1,"0.09","0.05","0.14","0.52",56,449352,828444,509691,60339
8,31,16,8,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,90,0,0,1,0,0,0,0,0,0,0,2,37,"19.8","13.0","35.0","6.8",4,2,2,6,1,"0.30","0.02","0.32","0.20",57,310541,1235377,380134,69593
8,41,13,1,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,79,0,0,0,1,0,0,0,1,0,0,0,16,"17.0","13.9","8.0","3.9",1,3,7,8,1,"0.00","0.05","0.05","0.65",57,239054,1494975,300378,61324
8,58,15,2,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,10,"24.6","38.2","25.0","8.8",4,4,2,6,1,"0.53","0.21","0.74","0.61",58,156869,1679103,250497,93628
8,61,19,11,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,90,0,1,1,0,0,0,0,0,0,0,2,43,"20.2","13.8","29.0","6.3",3,3,6,9,1,"0.11","0.03","0.14","0.49",58,197000,1910147,274109,77109
9,9,14,0,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,12048,0,0
9,11,11,0,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,-1754,12677,397,2151
9,25,12,0,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",54,-1956,11834,529,2485
9,31,16,0,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",54,-2657,9452,193,2850
9,41,13,0,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",54,-1312,8209,0,1312
9,58,15,0,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",54,-653,7578,0,653
9,61,19,0,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",54,-348,7242,0,348
10,9,14,0,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,18,0,0,0,0,0,0,0,1,0,0,0,-1,"0.2","0.0","0.0","0.0",1,0,0,1,0,"0.00","0.00","0.00","0.66",55,0,399029,0,0
10,11,11,1,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,26,0,0,0,0,0,0,0,0,0,0,0,7,"4.2","3.7","0.0","0.8",0,2,1,1,0,"0.00","0.00","0.00","0.00",55,-53448,406745,19189,72637
10,25,12,0,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",54,-90018,327755,6649,96667
10,31,16,1,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,22,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","2.0","0.0","0.1",0,2,0,0,0,"0.00","0.00","0.00","0.10",54,-51468,290505,5448,56916
10,41,13,0,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",53,-32509,263244,3125,35634
10,58,15,1,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,2,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","0.9","2.0","0.2",0,1,0,0,0,"0.00","0.00","0.00","0.04",53,-23933,242653,2503,26436
10,61,19,1,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,15,0,0,0,0,0,0,0,0,0,0,0,2,"3.2","0.3","2.0","0.6",2,1,0,2,0,"0.00","0.00","0.00","0.13",53,-14553,230990,2830,17383
11,9,14,6,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,70,0,0,1,0,0,0,0,0,0,0,0,23,"15.4","11.3","1.0","2.8",6,4,2,8,1,"0.01","0.01","0.02","0.87",55,0,73566,0,0
11,11,11,0,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,10746,111857,21413,10667
11,25,12,0,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,-35801,74667,519,36320
11,31,16,0,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",54,-15404,61995,812,16216
11,41,13,0,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",54,-7097,56808,1137,8234
11,58,15,0,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",54,-4042,53924,1073,5115
11,61,19,0,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",54,-1487,53910,1842,3329
13,9,14,0,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,51990,0,0
13,11,11,0,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-1976,63039,6242,8218
13,25,12,0,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-5304,66108,4594,9898
13,31,16,0,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-2534,62758,4064,6598
13,41,13,0,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-2412,60908,2185,4597
13,58,15,0,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-1775,60287,2387,4162
13,61,19,0,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",39,-1654,59227,2098,3752
14,9,14,0,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,15532,0,0
14,11,11,0,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-1317,18861,1462,2779
14,25,12,0,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-1984,19634,945,2929
14,31,16,0,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,-963,18820,834,1797
14,41,13,0,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",39,2388,24750,4159,1771
14,58,15,0,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",39,-580,22838,2818,3398
14,61,19,0,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",39,-2272,19705,0,2272
